state,year,unemployment_rate,state_min_wage
OREGON,1980,8.416666666666666,2.9
OREGON,1981,9.700000000000001,3.1
OREGON,1982,11.358333333333334,3.1
OREGON,1983,10.833333333333334,3.1
OREGON,1984,9.299999999999999,3.1
OREGON,1985,8.658333333333333,3.1
OREGON,1986,7.925,3.1
OREGON,1987,6.158333333333334,3.1
OREGON,1988,5.733333333333333,3.35
OREGON,1989,5.333333333333333,3.35
OREGON,1990,5.3999999999999995,3.35
OREGON,1991,6.2,4.75
OREGON,1992,7.2749999999999995,4.75
OREGON,1993,6.983333333333333,4.75
OREGON,1994,5.308333333333334,4.75
OREGON,1995,4.766666666666667,4.75
OREGON,1996,5.558333333333334,4.75
OREGON,1997,5.55,5.5
OREGON,1998,5.641666666666667,6.0
OREGON,1999,5.466666666666666,6.0
OREGON,2000,5.191666666666666,6.5
OREGON,2001,6.375,6.5
OREGON,2002,7.4750000000000005,6.5
OREGON,2003,8.016666666666667,6.9
OREGON,2004,7.341666666666666,7.05
OREGON,2005,6.191666666666666,7.25
OREGON,2006,5.391666666666667,7.5
OREGON,2007,5.158333333333333,7.8
OREGON,2008,6.2749999999999995,7.95
OREGON,2009,10.791666666666666,8.4
OREGON,2010,10.691666666666668,8.4
OREGON,2011,9.608333333333333,8.5
OREGON,2012,8.808333333333334,8.8
OREGON,2013,7.75,8.95
OREGON,2014,6.641666666666667,9.1
OREGON,2015,5.466666666666666,9.25
OREGON,2016,4.75,9.75
OREGON,2017,4.058333333333333,9.75
OREGON,2018,4.041666666666667,10.75
OREGON,2019,3.725,11.25
OREGON,2020,7.616666666666667,11.25
PENNSYLVANIA,1976,8.008333333333333,2.2
PENNSYLVANIA,1977,7.741666666666667,2.2
PENNSYLVANIA,1978,7.008333333333333,2.2
PENNSYLVANIA,1979,6.9750000000000005,2.9
PENNSYLVANIA,1980,8.141666666666667,3.1
PENNSYLVANIA,1981,8.366666666666667,3.35
PENNSYLVANIA,1982,10.9,3.35
PENNSYLVANIA,1983,11.108333333333334,3.35
PENNSYLVANIA,1984,8.933333333333334,3.35
PENNSYLVANIA,1985,8.0,3.35
PENNSYLVANIA,1986,6.983333333333333,3.35
PENNSYLVANIA,1987,5.75,3.35
PENNSYLVANIA,1988,5.133333333333334,3.35
PENNSYLVANIA,1989,4.8999999999999995,3.35
PENNSYLVANIA,1990,5.516666666666667,3.35
PENNSYLVANIA,1991,6.916666666666667,3.8
PENNSYLVANIA,1992,7.45,4.25
PENNSYLVANIA,1993,6.933333333333334,4.25
PENNSYLVANIA,1994,6.316666666666666,4.25
PENNSYLVANIA,1995,5.875,4.25
PENNSYLVANIA,1996,5.491666666666667,4.25
PENNSYLVANIA,1997,5.141666666666667,4.75
PENNSYLVANIA,1998,4.691666666666666,5.15
PENNSYLVANIA,1999,4.491666666666666,5.15
PENNSYLVANIA,2000,4.225,5.15
PENNSYLVANIA,2001,4.808333333333334,5.15
PENNSYLVANIA,2002,5.533333333333334,5.15
PENNSYLVANIA,2003,5.7,5.15
PENNSYLVANIA,2004,5.358333333333333,5.15
PENNSYLVANIA,2005,4.983333333333333,5.15
PENNSYLVANIA,2006,4.708333333333333,5.15
PENNSYLVANIA,2007,4.558333333333334,6.25
PENNSYLVANIA,2008,5.3500000000000005,7.15
PENNSYLVANIA,2009,7.974999999999999,7.15
PENNSYLVANIA,2010,8.166666666666666,7.25
PENNSYLVANIA,2011,7.741666666666667,7.25
PENNSYLVANIA,2012,7.658333333333334,7.25
PENNSYLVANIA,2013,7.1000000000000005,7.25
PENNSYLVANIA,2014,5.933333333333334,7.25
PENNSYLVANIA,2015,5.391666666666667,7.25
PENNSYLVANIA,2016,5.341666666666666,7.25
PENNSYLVANIA,2017,4.9750000000000005,7.25
PENNSYLVANIA,2018,4.416666666666667,7.25
PENNSYLVANIA,2019,4.325,7.25
PENNSYLVANIA,2020,8.916666666666666,7.25
RHODE ISLAND,1976,8.008333333333333,2.3
RHODE ISLAND,1977,8.041666666666666,2.3
RHODE ISLAND,1978,6.308333333333334,2.3
RHODE ISLAND,1979,6.316666666666666,2.3
RHODE ISLAND,1980,7.241666666666667,2.65
RHODE ISLAND,1981,7.558333333333334,2.9
RHODE ISLAND,1982,9.991666666666667,2.9
RHODE ISLAND,1983,8.458333333333334,2.9
RHODE ISLAND,1984,5.316666666666666,2.9
RHODE ISLAND,1985,4.658333333333333,2.9
RHODE ISLAND,1986,4.075,2.9
RHODE ISLAND,1987,3.6999999999999997,2.9
RHODE ISLAND,1988,2.9416666666666664,3.65
RHODE ISLAND,1989,3.9,3.65
RHODE ISLAND,1990,6.25,3.65
RHODE ISLAND,1991,8.416666666666666,4.25
RHODE ISLAND,1992,8.983333333333333,4.45
RHODE ISLAND,1993,7.541666666666667,4.45
RHODE ISLAND,1994,6.633333333333333,4.45
RHODE ISLAND,1995,6.316666666666666,4.45
RHODE ISLAND,1996,5.2250000000000005,4.45
RHODE ISLAND,1997,5.325,5.15
RHODE ISLAND,1998,4.541666666666667,5.15
RHODE ISLAND,1999,4.2,5.15
RHODE ISLAND,2000,4.0,5.65
RHODE ISLAND,2001,4.441666666666666,6.15
RHODE ISLAND,2002,5.108333333333333,6.15
RHODE ISLAND,2003,5.575,6.15
RHODE ISLAND,2004,5.25,6.75
RHODE ISLAND,2005,5.108333333333333,6.75
RHODE ISLAND,2006,5.216666666666667,6.75
RHODE ISLAND,2007,5.108333333333333,7.4
RHODE ISLAND,2008,7.6000000000000005,7.4
RHODE ISLAND,2009,11.391666666666666,7.4
RHODE ISLAND,2010,11.625,7.4
RHODE ISLAND,2011,11.016666666666666,7.4
RHODE ISLAND,2012,10.216666666666667,7.4
RHODE ISLAND,2013,9.475,7.75
RHODE ISLAND,2014,7.766666666666667,8.0
RHODE ISLAND,2015,6.0249999999999995,9.0
RHODE ISLAND,2016,5.241666666666666,9.6
RHODE ISLAND,2017,4.508333333333334,9.6
RHODE ISLAND,2018,4.033333333333333,10.1
RHODE ISLAND,2019,3.5500000000000003,10.5
RHODE ISLAND,2020,9.208333333333334,10.5
SOUTH CAROLINA,1976,7.0249999999999995,0.0
SOUTH CAROLINA,1977,6.733333333333333,0.0
SOUTH CAROLINA,1978,5.558333333333334,0.0
SOUTH CAROLINA,1979,4.983333333333333,0.0
SOUTH CAROLINA,1980,6.7250000000000005,0.0
SOUTH CAROLINA,1981,8.15,0.0
SOUTH CAROLINA,1982,10.775,0.0
SOUTH CAROLINA,1983,9.891666666666667,0.0
SOUTH CAROLINA,1984,6.95,0.0
SOUTH CAROLINA,1985,6.8,0.0
SOUTH CAROLINA,1986,6.366666666666667,0.0
SOUTH CAROLINA,1987,5.483333333333333,0.0
SOUTH CAROLINA,1988,4.633333333333334,0.0
SOUTH CAROLINA,1989,4.616666666666666,0.0
SOUTH CAROLINA,1990,4.908333333333333,0.0
SOUTH CAROLINA,1991,6.108333333333333,0.0
SOUTH CAROLINA,1992,6.75,0.0
SOUTH CAROLINA,1993,7.291666666666667,0.0
SOUTH CAROLINA,1994,6.158333333333334,0.0
SOUTH CAROLINA,1995,5.1000000000000005,0.0
SOUTH CAROLINA,1996,5.666666666666667,0.0
SOUTH CAROLINA,1997,4.5,0.0
SOUTH CAROLINA,1998,3.6333333333333333,0.0
SOUTH CAROLINA,1999,4.141666666666667,0.0
SOUTH CAROLINA,2000,3.733333333333333,0.0
SOUTH CAROLINA,2001,5.283333333333333,0.0
SOUTH CAROLINA,2002,6.433333333333334,0.0
SOUTH CAROLINA,2003,7.191666666666666,0.0
SOUTH CAROLINA,2004,7.441666666666666,0.0
SOUTH CAROLINA,2005,7.291666666666667,0.0
SOUTH CAROLINA,2006,6.875,0.0
SOUTH CAROLINA,2007,6.066666666666666,0.0
SOUTH CAROLINA,2008,7.291666666666667,0.0
SOUTH CAROLINA,2009,11.408333333333333,0.0
SOUTH CAROLINA,2010,11.299999999999999,0.0
SOUTH CAROLINA,2011,10.45,0.0
SOUTH CAROLINA,2012,9.033333333333333,0.0
SOUTH CAROLINA,2013,7.425,0.0
SOUTH CAROLINA,2014,6.2749999999999995,0.0
SOUTH CAROLINA,2015,5.8999999999999995,0.0
SOUTH CAROLINA,2016,4.916666666666667,0.0
SOUTH CAROLINA,2017,4.2,0.0
SOUTH CAROLINA,2018,3.375,0.0
SOUTH CAROLINA,2019,2.783333333333333,0.0
SOUTH CAROLINA,2020,5.983333333333333,0.0
SOUTH DAKOTA,1976,3.3166666666666664,2.0
SOUTH DAKOTA,1977,3.375,2.0
SOUTH DAKOTA,1978,3.158333333333333,2.0
SOUTH DAKOTA,1979,3.358333333333333,2.3
SOUTH DAKOTA,1980,4.716666666666666,2.3
SOUTH DAKOTA,1981,4.808333333333333,2.3
SOUTH DAKOTA,1982,5.425,2.3
SOUTH DAKOTA,1983,5.208333333333333,2.3
SOUTH DAKOTA,1984,4.366666666666666,2.3
SOUTH DAKOTA,1985,4.825,2.3
SOUTH DAKOTA,1986,4.633333333333334,2.3
SOUTH DAKOTA,1987,4.3,2.3
SOUTH DAKOTA,1988,4.091666666666667,2.8
SOUTH DAKOTA,1989,3.8499999999999996,2.8
SOUTH DAKOTA,1990,3.625,2.8
SOUTH DAKOTA,1991,3.525,3.8
SOUTH DAKOTA,1992,3.475,4.25
SOUTH DAKOTA,1993,3.4583333333333335,4.25
SOUTH DAKOTA,1994,3.283333333333333,4.25
SOUTH DAKOTA,1995,3.1833333333333336,4.25
SOUTH DAKOTA,1996,3.2916666666666665,4.25
SOUTH DAKOTA,1997,2.9416666666666664,4.25
SOUTH DAKOTA,1998,2.841666666666667,5.15
SOUTH DAKOTA,1999,2.725,5.15
SOUTH DAKOTA,2000,2.533333333333333,5.15
SOUTH DAKOTA,2001,3.0,5.15
SOUTH DAKOTA,2002,3.233333333333333,5.15
SOUTH DAKOTA,2003,3.475,5.15
SOUTH DAKOTA,2004,3.608333333333334,5.15
SOUTH DAKOTA,2005,3.5500000000000003,5.15
SOUTH DAKOTA,2006,3.0,5.15
SOUTH DAKOTA,2007,2.8249999999999997,5.15
SOUTH DAKOTA,2008,3.0833333333333335,5.85
SOUTH DAKOTA,2009,4.583333333333333,6.55
SOUTH DAKOTA,2010,4.908333333333334,7.25
SOUTH DAKOTA,2011,4.6000000000000005,7.25
SOUTH DAKOTA,2012,4.058333333333333,7.25
SOUTH DAKOTA,2013,3.6999999999999997,7.25
SOUTH DAKOTA,2014,3.3333333333333335,7.25
SOUTH DAKOTA,2015,3.0500000000000003,8.5
SOUTH DAKOTA,2016,3.016666666666667,8.55
SOUTH DAKOTA,2017,3.0500000000000003,8.65
SOUTH DAKOTA,2018,2.7916666666666665,8.85
SOUTH DAKOTA,2019,2.783333333333333,9.3
SOUTH DAKOTA,2020,4.2250000000000005,9.3
TENNESSEE,1976,6.1000000000000005,0.0
TENNESSEE,1977,6.266666666666667,0.0
TENNESSEE,1978,5.841666666666666,0.0
TENNESSEE,1979,5.858333333333333,0.0
TENNESSEE,1980,7.2250000000000005,0.0
TENNESSEE,1981,8.9,0.0
TENNESSEE,1982,11.674999999999999,0.0
TENNESSEE,1983,11.65,0.0
TENNESSEE,1984,8.841666666666667,0.0
TENNESSEE,1985,7.916666666666667,0.0
TENNESSEE,1986,7.8999999999999995,0.0
TENNESSEE,1987,6.691666666666666,0.0
TENNESSEE,1988,5.791666666666667,0.0
TENNESSEE,1989,5.083333333333333,0.0
TENNESSEE,1990,5.3500000000000005,0.0
TENNESSEE,1991,6.6000000000000005,0.0
TENNESSEE,1992,6.45,0.0
TENNESSEE,1993,5.8500000000000005,0.0
TENNESSEE,1994,4.808333333333334,0.0
TENNESSEE,1995,5.158333333333333,0.0
TENNESSEE,1996,5.166666666666667,0.0
TENNESSEE,1997,5.266666666666667,0.0
TENNESSEE,1998,4.3500000000000005,0.0
TENNESSEE,1999,3.9583333333333335,0.0
TENNESSEE,2000,3.8666666666666667,0.0
TENNESSEE,2001,4.516666666666667,0.0
TENNESSEE,2002,5.125,0.0
TENNESSEE,2003,5.508333333333333,0.0
TENNESSEE,2004,5.3500000000000005,0.0
TENNESSEE,2005,5.5249999999999995,0.0
TENNESSEE,2006,5.275,0.0
TENNESSEE,2007,4.633333333333334,0.0
TENNESSEE,2008,6.516666666666667,0.0
TENNESSEE,2009,10.116666666666667,0.0
TENNESSEE,2010,9.825000000000001,0.0
TENNESSEE,2011,9.108333333333333,0.0
TENNESSEE,2012,7.958333333333333,0.0
TENNESSEE,2013,7.7250000000000005,0.0
TENNESSEE,2014,6.6000000000000005,0.0
TENNESSEE,2015,5.566666666666666,0.0
TENNESSEE,2016,4.758333333333334,0.0
TENNESSEE,2017,3.75,0.0
TENNESSEE,2018,3.5,0.0
TENNESSEE,2019,3.341666666666667,0.0
TENNESSEE,2020,7.533333333333334,0.0
TEXAS,1976,5.816666666666666,1.4
TEXAS,1977,5.433333333333334,1.4
TEXAS,1978,4.866666666666666,1.4
TEXAS,1979,4.416666666666667,1.4
TEXAS,1980,5.25,1.4
TEXAS,1981,5.3500000000000005,1.4
TEXAS,1982,6.8999999999999995,1.4
TEXAS,1983,8.058333333333334,1.4
TEXAS,1984,6.158333333333334,1.4
TEXAS,1985,7.0249999999999995,1.4
TEXAS,1986,8.75,1.4
TEXAS,1987,8.508333333333333,1.4
TEXAS,1988,7.416666666666667,3.35
TEXAS,1989,6.7250000000000005,3.35
TEXAS,1990,6.383333333333333,3.35
TEXAS,1991,6.983333333333333,3.35
TEXAS,1992,7.683333333333334,3.35
TEXAS,1993,7.216666666666666,3.35
TEXAS,1994,6.566666666666666,3.35
TEXAS,1995,6.116666666666667,3.35
TEXAS,1996,5.75,3.35
TEXAS,1997,5.391666666666667,3.35
TEXAS,1998,4.966666666666667,3.35
TEXAS,1999,4.7250000000000005,3.35
TEXAS,2000,4.383333333333334,3.35
TEXAS,2001,4.958333333333333,3.35
TEXAS,2002,6.358333333333333,5.15
TEXAS,2003,6.733333333333333,5.15
TEXAS,2004,6.016666666666667,5.15
TEXAS,2005,5.458333333333333,5.15
TEXAS,2006,5.0,5.15
TEXAS,2007,4.366666666666666,5.15
TEXAS,2008,4.866666666666666,5.85
TEXAS,2009,7.541666666666667,6.55
TEXAS,2010,8.191666666666666,7.25
TEXAS,2011,8.016666666666667,7.25
TEXAS,2012,6.708333333333333,7.25
TEXAS,2013,6.3,7.25
TEXAS,2014,5.191666666666666,7.25
TEXAS,2015,4.483333333333333,7.25
TEXAS,2016,4.6499999999999995,7.25
TEXAS,2017,4.341666666666667,7.25
TEXAS,2018,3.9,7.25
TEXAS,2019,3.525,7.25
TEXAS,2020,7.7250000000000005,7.25
UTAH,1976,5.608333333333333,1.55
UTAH,1977,5.208333333333333,1.55
UTAH,1978,3.8666666666666667,1.55
UTAH,1979,4.3999999999999995,2.2
UTAH,1980,6.2749999999999995,2.35
UTAH,1981,6.6499999999999995,2.5
UTAH,1982,8.108333333333333,2.5
UTAH,1983,9.016666666666667,2.5
UTAH,1984,6.566666666666666,2.5
UTAH,1985,6.05,2.5
UTAH,1986,6.158333333333334,2.5
UTAH,1987,6.266666666666667,2.5
UTAH,1988,4.958333333333333,2.5
UTAH,1989,4.6,2.5
UTAH,1990,4.383333333333334,2.5
UTAH,1991,4.758333333333334,3.8
UTAH,1992,4.875,4.25
UTAH,1993,4.05,4.25
UTAH,1994,3.7416666666666667,4.25
UTAH,1995,3.4333333333333336,4.25
UTAH,1996,3.375,4.25
UTAH,1997,3.1666666666666665,4.75
UTAH,1998,3.5583333333333336,5.15
UTAH,1999,3.5083333333333333,5.15
UTAH,2000,3.3249999999999997,5.15
UTAH,2001,4.366666666666666,5.15
UTAH,2002,5.666666666666667,5.15
UTAH,2003,5.566666666666666,5.15
UTAH,2004,5.008333333333334,5.15
UTAH,2005,4.041666666666667,5.15
UTAH,2006,2.8666666666666667,5.15
UTAH,2007,2.558333333333333,5.15
UTAH,2008,3.341666666666667,5.85
UTAH,2009,7.258333333333333,6.55
UTAH,2010,7.933333333333334,7.25
UTAH,2011,7.058333333333334,7.25
UTAH,2012,4.7749999999999995,7.25
UTAH,2013,4.208333333333333,7.25
UTAH,2014,3.6333333333333333,7.25
UTAH,2015,3.5083333333333333,7.25
UTAH,2016,3.35,7.25
UTAH,2017,3.1666666666666665,7.25
UTAH,2018,2.9166666666666665,7.25
UTAH,2019,2.5416666666666665,7.25
UTAH,2020,4.8500000000000005,7.25
VERMONT,1976,8.258333333333333,2.3
VERMONT,1977,7.008333333333333,2.3
VERMONT,1978,5.658333333333334,2.3
VERMONT,1979,4.983333333333333,2.9
VERMONT,1980,5.933333333333334,3.1
VERMONT,1981,5.8500000000000005,3.35
VERMONT,1982,6.8500000000000005,3.35
VERMONT,1983,6.541666666666667,3.35
VERMONT,1984,4.916666666666667,3.35
VERMONT,1985,4.583333333333333,3.35
VERMONT,1986,4.316666666666666,3.35
VERMONT,1987,3.766666666666667,3.35
VERMONT,1988,3.0083333333333333,3.55
VERMONT,1989,3.625,3.55
VERMONT,1990,4.708333333333333,3.55
VERMONT,1991,5.958333333333333,3.85
VERMONT,1992,6.25,4.25
VERMONT,1993,5.208333333333333,4.25
VERMONT,1994,4.4,4.25
VERMONT,1995,4.166666666666667,4.25
VERMONT,1996,4.291666666666667,4.75
VERMONT,1997,3.9416666666666664,5.0
VERMONT,1998,3.466666666666667,5.25
VERMONT,1999,3.0749999999999997,5.25
VERMONT,2000,2.8083333333333336,5.75
VERMONT,2001,3.2916666666666665,6.25
VERMONT,2002,3.8333333333333335,6.25
VERMONT,2003,4.383333333333334,6.25
VERMONT,2004,3.6750000000000003,6.75
VERMONT,2005,3.4499999999999997,7.0
VERMONT,2006,3.716666666666667,7.25
VERMONT,2007,3.9416666666666664,7.53
VERMONT,2008,4.566666666666666,7.68
VERMONT,2009,6.166666666666667,8.06
VERMONT,2010,6.316666666666666,8.06
VERMONT,2011,5.566666666666666,8.15
VERMONT,2012,4.816666666666667,8.46
VERMONT,2013,4.416666666666667,8.6
VERMONT,2014,3.9916666666666667,8.73
VERMONT,2015,3.533333333333333,9.15
VERMONT,2016,3.125,9.6
VERMONT,2017,3.0083333333333333,10.0
VERMONT,2018,2.4833333333333334,10.5
VERMONT,2019,2.1,10.96
VERMONT,2020,5.716666666666666,10.96
VIRGINIA,1976,5.866666666666667,2.0
VIRGINIA,1977,5.45,2.0
VIRGINIA,1978,5.275,2.0
VIRGINIA,1979,4.725,2.35
VIRGINIA,1980,5.108333333333333,2.35
VIRGINIA,1981,5.941666666666666,2.65
VIRGINIA,1982,7.408333333333334,2.65
VIRGINIA,1983,6.3500000000000005,2.65
VIRGINIA,1984,5.066666666666666,2.65
VIRGINIA,1985,5.408333333333334,2.65
VIRGINIA,1986,4.95,2.65
VIRGINIA,1987,4.183333333333334,2.65
VIRGINIA,1988,3.908333333333333,2.65
VIRGINIA,1989,3.891666666666667,2.65
VIRGINIA,1990,4.416666666666667,2.65
VIRGINIA,1991,5.808333333333334,2.65
VIRGINIA,1992,6.158333333333334,3.65
VIRGINIA,1993,5.2,3.65
VIRGINIA,1994,4.8,4.25
VIRGINIA,1995,4.45,4.25
VIRGINIA,1996,4.316666666666666,4.25
VIRGINIA,1997,3.6999999999999997,4.75
VIRGINIA,1998,2.775,5.15
VIRGINIA,1999,2.6999999999999997,5.15
VIRGINIA,2000,2.283333333333333,5.15
VIRGINIA,2001,3.283333333333333,5.15
VIRGINIA,2002,4.358333333333333,5.15
VIRGINIA,2003,4.341666666666667,5.15
VIRGINIA,2004,4.083333333333333,5.15
VIRGINIA,2005,3.8249999999999997,5.15
VIRGINIA,2006,3.341666666666667,5.15
VIRGINIA,2007,3.283333333333333,5.15
VIRGINIA,2008,4.2749999999999995,5.85
VIRGINIA,2009,6.833333333333333,6.55
VIRGINIA,2010,7.291666666666667,7.25
VIRGINIA,2011,6.541666666666667,7.25
VIRGINIA,2012,5.95,7.25
VIRGINIA,2013,5.55,7.25
VIRGINIA,2014,5.116666666666666,7.25
VIRGINIA,2015,4.366666666666666,7.25
VIRGINIA,2016,4.0,7.25
VIRGINIA,2017,3.6666666666666665,7.25
VIRGINIA,2018,3.0083333333333333,7.25
VIRGINIA,2019,2.7583333333333333,7.25
VIRGINIA,2020,6.508333333333333,7.25
WASHINGTON,1976,8.783333333333333,2.2
WASHINGTON,1977,8.375,2.2
WASHINGTON,1978,6.808333333333334,2.2
WASHINGTON,1979,6.791666666666667,2.3
WASHINGTON,1980,7.925,2.3
WASHINGTON,1981,9.325000000000001,2.3
WASHINGTON,1982,11.633333333333333,2.3
WASHINGTON,1983,11.200000000000001,2.3
WASHINGTON,1984,9.316666666666666,2.3
WASHINGTON,1985,8.241666666666667,2.3
WASHINGTON,1986,8.091666666666667,2.3
WASHINGTON,1987,7.3,2.3
WASHINGTON,1988,6.283333333333334,2.3
WASHINGTON,1989,5.916666666666667,2.3
WASHINGTON,1990,5.166666666666667,2.3
WASHINGTON,1991,6.091666666666666,4.25
WASHINGTON,1992,7.191666666666666,4.25
WASHINGTON,1993,7.2749999999999995,4.25
WASHINGTON,1994,6.291666666666667,4.25
WASHINGTON,1995,6.2250000000000005,4.25
WASHINGTON,1996,5.908333333333334,4.9
WASHINGTON,1997,4.941666666666666,4.9
WASHINGTON,1998,4.833333333333333,4.9
WASHINGTON,1999,4.825,4.9
WASHINGTON,2000,5.091666666666667,6.5
WASHINGTON,2001,6.008333333333333,6.72
WASHINGTON,2002,7.074999999999999,6.9
WASHINGTON,2003,7.233333333333333,7.01
WASHINGTON,2004,6.3,7.16
WASHINGTON,2005,5.591666666666666,7.35
WASHINGTON,2006,5.0,7.63
WASHINGTON,2007,4.6000000000000005,7.93
WASHINGTON,2008,5.291666666666667,8.07
WASHINGTON,2009,8.266666666666667,8.55
WASHINGTON,2010,9.133333333333333,8.55
WASHINGTON,2011,8.525,8.67
WASHINGTON,2012,7.641666666666667,9.04
WASHINGTON,2013,6.633333333333333,9.19
WASHINGTON,2014,5.925,9.32
WASHINGTON,2015,5.433333333333334,9.47
WASHINGTON,2016,5.2250000000000005,9.47
WASHINGTON,2017,4.641666666666667,11.0
WASHINGTON,2018,4.425,11.5
WASHINGTON,2019,4.233333333333333,13.5
WASHINGTON,2020,8.450000000000001,13.5
WEST VIRGINIA,1976,7.2250000000000005,2.0
WEST VIRGINIA,1977,6.916666666666667,2.0
WEST VIRGINIA,1978,6.341666666666666,2.0
WEST VIRGINIA,1979,7.325,2.2
WEST VIRGINIA,1980,10.133333333333333,2.2
WEST VIRGINIA,1981,10.591666666666667,2.75
WEST VIRGINIA,1982,14.041666666666666,2.75
WEST VIRGINIA,1983,17.233333333333334,2.75
WEST VIRGINIA,1984,14.091666666666667,2.75
WEST VIRGINIA,1985,13.15,2.75
WEST VIRGINIA,1986,12.058333333333332,2.75
WEST VIRGINIA,1987,10.975,2.75
WEST VIRGINIA,1988,9.941666666666666,3.35
WEST VIRGINIA,1989,8.733333333333333,3.35
WEST VIRGINIA,1990,8.625,3.35
WEST VIRGINIA,1991,10.65,3.35
WEST VIRGINIA,1992,11.233333333333334,3.8
WEST VIRGINIA,1993,10.308333333333334,3.8
WEST VIRGINIA,1994,8.816666666666666,4.25
WEST VIRGINIA,1995,7.966666666666666,4.25
WEST VIRGINIA,1996,7.6499999999999995,4.25
WEST VIRGINIA,1997,6.983333333333333,4.25
WEST VIRGINIA,1998,6.683333333333334,4.75
WEST VIRGINIA,1999,6.45,4.75
WEST VIRGINIA,2000,5.575,5.15
WEST VIRGINIA,2001,5.391666666666667,5.15
WEST VIRGINIA,2002,6.458333333333333,5.15
WEST VIRGINIA,2003,6.566666666666666,5.15
WEST VIRGINIA,2004,5.766666666666667,5.15
WEST VIRGINIA,2005,5.425,5.15
WEST VIRGINIA,2006,5.2,5.15
WEST VIRGINIA,2007,4.825,5.85
WEST VIRGINIA,2008,4.75,6.55
WEST VIRGINIA,2009,8.299999999999999,7.25
WEST VIRGINIA,2010,8.633333333333333,7.25
WEST VIRGINIA,2011,7.825,7.25
WEST VIRGINIA,2012,7.258333333333333,7.25
WEST VIRGINIA,2013,6.716666666666666,7.25
WEST VIRGINIA,2014,6.5,7.25
WEST VIRGINIA,2015,6.583333333333333,8.0
WEST VIRGINIA,2016,6.091666666666666,8.75
WEST VIRGINIA,2017,5.208333333333333,8.75
WEST VIRGINIA,2018,5.166666666666667,8.75
WEST VIRGINIA,2019,4.933333333333334,8.75
WEST VIRGINIA,2020,8.275,8.75
WISCONSIN,1976,5.508333333333333,2.1
WISCONSIN,1977,5.058333333333334,2.1
WISCONSIN,1978,4.866666666666666,2.1
WISCONSIN,1979,4.533333333333333,2.8
WISCONSIN,1980,7.366666666666667,3.0
WISCONSIN,1981,7.816666666666666,3.25
WISCONSIN,1982,10.316666666666666,3.25
WISCONSIN,1983,9.766666666666667,3.25
WISCONSIN,1984,7.283333333333334,3.25
WISCONSIN,1985,7.125,3.25
WISCONSIN,1986,6.783333333333334,3.25
WISCONSIN,1987,5.716666666666666,3.25
WISCONSIN,1988,4.383333333333334,3.35
WISCONSIN,1989,4.283333333333333,3.35
WISCONSIN,1990,4.366666666666666,3.35
WISCONSIN,1991,5.375,3.8
WISCONSIN,1992,5.091666666666667,3.8
WISCONSIN,1993,4.375,3.8
WISCONSIN,1994,4.2,4.25
WISCONSIN,1995,3.716666666666667,4.25
WISCONSIN,1996,3.608333333333333,4.25
WISCONSIN,1997,3.475,4.75
WISCONSIN,1998,3.283333333333333,5.15
WISCONSIN,1999,3.0749999999999997,5.15
WISCONSIN,2000,3.391666666666667,5.15
WISCONSIN,2001,4.433333333333334,5.15
WISCONSIN,2002,5.325,5.15
WISCONSIN,2003,5.616666666666667,5.15
WISCONSIN,2004,4.9750000000000005,5.15
WISCONSIN,2005,4.741666666666666,5.15
WISCONSIN,2006,4.675,5.7
WISCONSIN,2007,4.825,6.5
WISCONSIN,2008,4.983333333333333,6.5
WISCONSIN,2009,8.958333333333334,6.5
WISCONSIN,2010,8.5,7.25
WISCONSIN,2011,7.533333333333332,7.25
WISCONSIN,2012,6.925,7.25
WISCONSIN,2013,6.641666666666667,7.25
WISCONSIN,2014,5.3500000000000005,7.25
WISCONSIN,2015,4.425,7.25
WISCONSIN,2016,3.908333333333333,7.25
WISCONSIN,2017,3.2583333333333333,7.25
WISCONSIN,2018,2.975,7.25
WISCONSIN,2019,3.1666666666666665,7.25
WISCONSIN,2020,6.391666666666667,7.25
WYOMING,1976,3.858333333333333,1.6
WYOMING,1977,3.2416666666666667,1.6
WYOMING,1978,2.858333333333333,1.6
WYOMING,1979,2.533333333333333,1.6
WYOMING,1980,3.8249999999999997,1.6
WYOMING,1981,4.1499999999999995,1.6
WYOMING,1982,5.966666666666666,1.6
WYOMING,1983,7.958333333333333,1.6
WYOMING,1984,6.308333333333334,1.6
WYOMING,1985,7.016666666666667,1.6
WYOMING,1986,8.608333333333333,1.6
WYOMING,1987,8.033333333333333,1.6
WYOMING,1988,6.433333333333334,1.6
WYOMING,1989,6.075,1.6
WYOMING,1990,5.125,1.6
WYOMING,1991,4.966666666666667,1.6
WYOMING,1992,5.416666666666667,1.6
WYOMING,1993,5.325,1.6
WYOMING,1994,4.883333333333334,1.6
WYOMING,1995,4.783333333333333,1.6
WYOMING,1996,5.0,1.6
WYOMING,1997,4.783333333333333,1.6
WYOMING,1998,4.791666666666667,1.6
WYOMING,1999,4.708333333333333,1.6
WYOMING,2000,3.75,1.6
WYOMING,2001,3.8166666666666664,1.6
WYOMING,2002,4.008333333333334,5.15
WYOMING,2003,4.325,5.15
WYOMING,2004,3.841666666666667,5.15
WYOMING,2005,3.5416666666666665,5.15
WYOMING,2006,3.0083333333333333,5.15
WYOMING,2007,2.6916666666666664,5.15
WYOMING,2008,2.9333333333333336,5.15
WYOMING,2009,6.258333333333333,5.15
